# patterns: 50
#      x1        x2        x3        x4        x5        x6        x7        x8        x9       x10           y
 -1.55056   4.69294  -6.56869   7.02469  -0.33873   3.66636   1.95242   6.84016  -3.96856   7.33714   -93.45958
 -1.55056   4.69294  -6.56869   7.02469  -0.33873   3.66636   1.95242   6.84016  -3.96856   7.33714   -93.51900
  2.42270   9.77778   4.62595  -6.76693   7.27514  -7.55290   0.72316   1.84534  -0.08646   3.07181    -2.42762
  2.42270   9.77778   4.62595  -6.76693   7.27514  -7.55290   0.72316   1.84534  -0.08646   3.07181    -2.55627
 -9.62691  -8.92601  -9.51838   4.04937  -0.53572   4.96961   3.54141  -5.34325  -0.44107   3.51629  -105.27703
 -9.62691  -8.92601  -9.51838   4.04937  -0.53572   4.96961   3.54141  -5.34325  -0.44107   3.51629  -105.22094
 -0.99835   6.75200  -5.76866  -7.50133   3.06506  -7.84785   1.56740   3.89369   5.13390   5.21854   -94.59824
 -0.99835   6.75200  -5.76866  -7.50133   3.06506  -7.84785   1.56740   3.89369   5.13390   5.21854   -94.50387
 -7.64307  -0.39274  -9.49249   2.44602   5.46117   9.73937  -1.46068   2.42920  -3.57818  -4.93080   -55.55409
 -7.64307  -0.39274  -9.49249   2.44602   5.46117   9.73937  -1.46068   2.42920  -3.57818  -4.93080   -55.54504
 -4.80444   2.92388   3.90509   9.93772   9.26115   9.85256  -4.79243   0.63185  -7.81070  -4.36661    20.72652
 -4.80444   2.92388   3.90509   9.93772   9.26115   9.85256  -4.79243   0.63185  -7.81070  -4.36661    20.66285
  8.07942  -9.14568   3.92668  -9.70998  -2.58333  -2.66431   6.06236  -1.92487  -8.90055  -4.92592   163.26292
  8.07942  -9.14568   3.92668  -9.70998  -2.58333  -2.66431   6.06236  -1.92487  -8.90055  -4.92592   163.13602
 -0.00534 -10.02911  -1.77544  -6.88985   6.23668   3.54191  -9.40419   3.84064  -0.83359  -1.98624    23.85657
 -0.00534 -10.02911  -1.77544  -6.88985   6.23668   3.54191  -9.40419   3.84064  -0.83359  -1.98624    23.94879
  0.05338  -7.46941  -2.72041   4.95203  -3.15830   9.46995   7.35009  -0.12142  -8.69765   6.29011    -3.47715
  0.05338  -7.46941  -2.72041   4.95203  -3.15830   9.46995   7.35009  -0.12142  -8.69765   6.29011    -3.51885
  9.40689  -0.44615  -6.25715   9.47593  -4.89122  -0.59379   4.29428   6.04852   0.75292   6.41812    14.44250
  9.40689  -0.44615  -6.25715   9.47593  -4.89122  -0.59379   4.29428   6.04852   0.75292   6.41812    14.37118
  9.41959   4.57520  -0.17446   7.43847  -8.20268   8.14941  -6.48841  -2.36866   2.08441   4.53335     6.81101
  9.41959   4.57520  -0.17446   7.43847  -8.20268   8.14941  -6.48841  -2.36866   2.08441   4.53335     6.80108
  9.63837   9.39323   7.94849  -4.13561   8.11988   1.41299   1.63420  -2.91212  -9.01065  -1.09638   122.80085
  9.63837   9.39323   7.94849  -4.13561   8.11988   1.41299   1.63420  -2.91212  -9.01065  -1.09638   122.73601
  7.07952  -7.85821   3.81805  -4.64879  -4.74183   6.41570  -5.19413  -7.83045   4.03454   3.50136    50.25126
  7.07952  -7.85821   3.81805  -4.64879  -4.74183   6.41570  -5.19413  -7.83045   4.03454   3.50136    50.25851
  6.21825  -7.87562  -4.25810   6.89718   9.63946   1.07439  -4.00846   6.31816   2.23539   9.70498    -0.28867
  6.21825  -7.87562  -4.25810   6.89718   9.63946   1.07439  -4.00846   6.31816   2.23539   9.70498    -0.41798
 -4.59637  -4.68908  -7.89373  -8.12191   6.33327   0.14525  -4.05386  -4.25187   9.02197   9.06082  -132.62940
 -4.59637  -4.68908  -7.89373  -8.12191   6.33327   0.14525  -4.05386  -4.25187   9.02197   9.06082  -132.64038
 -7.32960  -9.84340   9.76827  -3.88311   1.95788   9.37310  -9.96114   9.30856  -8.15239  -6.84783    47.83098
 -7.32960  -9.84340   9.76827  -3.88311   1.95788   9.37310  -9.96114   9.30856  -8.15239  -6.84783    48.05994
